"objectid","line","long","lat","aline","num"
331,"L",-73.9563670005213,40.7168880010641,"No",1
332,"L",-73.9562569996018,40.7169910011015,"No",1
333,"G-L",-73.9492619999192,40.7139080006619,"No",2
334,"G-L",-73.9493130000467,40.7142100012483,"No",2
335,"L",-73.9441899994326,40.714439000743,"No",1
336,"L",-73.9445460003107,40.7144330006781,"No",1
337,"L",-73.940741999745,40.7117910006389,"No",1
338,"L",-73.9409759997,40.7120170005052,"No",1
339,"L",-73.9176059998005,40.7034610009408,"No",1
340,"L",-73.9177710005062,40.7035400010907,"No",1
341,"L-M",-73.9112950002732,40.6998140008079,"No",2
342,"L-M",-73.9106479997762,40.6994680006798,"No",2
343,"L-M",-73.9109990002118,40.6998070013466,"No",2
344,"L",-73.9051429996001,40.6958710010247,"No",1
345,"L",-73.905264999617,40.6959900007567,"No",1
346,"L",-73.9004820004726,40.6637490005179,"No",1
347,"A",-73.9196070004532,40.8682840008039,"Yes",1
348,"A",-73.9192839995092,40.8680360012199,"Yes",1
349,"A",-73.9274110004267,40.8652960005702,"Yes",1
350,"A",-73.9272790002961,40.8652480006033,"Yes",1
351,"A",-73.9269639995636,40.86534200096,"Yes",1
352,"A",-73.9270350004322,40.8654460010943,"Yes",1
353,"A",-73.9384720001484,40.8507780012463,"Yes",1
354,"A",-73.938214000404,40.8507170009142,"Yes",1
355,"A",-73.9385369996558,40.8508700013191,"Yes",1
356,"A",-73.9402870004678,40.8463520007111,"Yes",1
357,"A",-73.9398610005453,40.8464070012032,"Yes",1
358,"A-C",-73.9395689997543,40.8418600010814,"Yes",2
359,"A-C",-73.9394550000907,40.8419280005714,"Yes",2
360,"A-C",-73.9390670003313,40.8417600010623,"Yes",2
361,"A-B-C-D",-73.9437959997189,40.8256220005082,"Yes",4
362,"A-B-C-D",-73.9434439995379,40.82558100084,"Yes",4
363,"B-C",-73.9475429994459,40.8185580006962,"No",2
364,"B-C",-73.9476650001422,40.8171880007914,"No",2
365,"B-C",-73.9478179996981,40.8168920011793,"No",2
366,"B-C",-73.9479529994901,40.8168670004687,"No",2
367,"B-C",-73.9472129996672,40.8183540010652,"No",2
368,"A-B-C-D",-73.9513510005575,40.8118580006421,"Yes",4
369,"A-B-C-D",-73.951744999931,40.8119900008677,"Yes",4
370,"B-C",-73.9550240005026,40.8044280007712,"No",2
371,"B-C",-73.9551310003136,40.8041720009799,"No",2
372,"B-C",-73.9584049994148,40.8008660006845,"No",2
373,"B-C",-73.9644229996615,40.7922850010353,"No",2
374,"B-C",-73.9643159994548,40.7925910011879,"No",2
375,"B-C",-73.9684479997323,40.7867690007523,"No",2
376,"B-C",-73.969010999428,40.7861150006719,"No",2
377,"B-C",-73.9729179997465,40.7808950005156,"No",2
378,"B-C",-73.9731790002405,40.7803190005693,"No",2
379,"B-C",-73.9771439998888,40.7749400012726,"No",2
380,"A-B-C-D-1",-73.981183999969,40.7686490012429,"Yes",5
381,"C-E",-73.9858289999567,40.7620850013127,"No",2
382,"C-E",-73.9857569996493,40.7622160005138,"No",2
383,"A-C-E-N-Q-R-S-1-2-3-7",-73.9890530003753,40.7585670010567,"Yes",11
384,"A-C-E-N-Q-R-S-1-2-3-7",-73.9886730004779,40.7584010012726,"Yes",11
385,"A-C-E-N-Q-R-S-1-2-3-7",-73.9889899997058,40.7586850008103,"Yes",11
386,"A-C-E",-73.9927420003468,40.7526890005621,"Yes",3
387,"A-C-E",-73.9926689997691,40.7527960012205,"Yes",3
388,"A-C-E",-73.9925959999743,40.7527660007095,"Yes",3
389,"A-C-E",-73.9932440004351,40.7528770008388,"Yes",3
390,"A-C-E",-73.9932559994322,40.7530530008562,"Yes",3
391,"A-C-E",-73.993188000057,40.753032000667,"Yes",3
392,"A-C-E",-73.9937010003637,40.7521780011265,"Yes",3
393,"A-C-E",-73.9936790002158,40.7524270005456,"Yes",3
394,"C-E",-73.997710999622,40.7467320008579,"No",2
395,"C-E",-73.9978009997237,40.7466030005675,"No",2
396,"C-E",-73.998771000516,40.7452780007483,"No",2
397,"C-E",-73.9986420003596,40.7455050007942,"No",2
398,"C-E",-73.9972710005153,40.7465350009953,"No",2
399,"C-E",-73.9971420000466,40.7464830008251,"No",2
400,"C-E",-73.9981449996875,40.7461100009596,"No",2
401,"C-E",-73.997851999462,40.7458140011867,"No",2
402,"C-E",-73.9973499994427,40.7464270006024,"No",2
403,"A-B-C-D-E-F-M",-73.9997279997739,40.7330670012659,"Yes",7
404,"A-B-C-D-E-F-M",-73.999614999841,40.733259000978,"Yes",7
405,"A-B-C-D-E-F-M",-74.0001920000381,40.7330720010481,"Yes",7
406,"C-E",-74.0043259999925,40.7255950008166,"No",2
407,"C-E",-74.0039899995329,40.7262080011348,"No",2
408,"A-C-E",-74.0050379999708,40.719870000528,"Yes",3
409,"A-C-E-2-3",-74.0081619998151,40.7148730010869,"Yes",5
410,"A-C-E-2-3",-74.007903000222,40.7147770013418,"Yes",5
411,"A-C-E-2-3",-74.0079889996394,40.7150990007914,"Yes",5
412,"A-C-E-2-3",-74.0077389997129,40.7149920012223,"Yes",5
413,"A-C-E-2-3",-74.008959999689,40.7139490009674,"Yes",5
414,"A-C-E-2-3",-74.008583999563,40.7143130006249,"Yes",5
415,"A-C-E-2-3",-74.0084280005217,40.7145390006378,"Yes",5
416,"A-C-J-Z-2-3-4-5",-73.9889200002651,40.6991120007763,"Yes",8
417,"A-C-J-Z-2-3-4-5",-73.988273999866,40.6992120007885,"Yes",8
418,"A-C-F-R",-73.9874019998369,40.6932430009301,"Yes",4
419,"A-C-F-R",-73.9870890002048,40.6934910008009,"Yes",4
420,"A-C-F-R",-73.9874079997551,40.693153000728,"Yes",4
421,"A-C-F-R",-73.9874839994311,40.6931530009137,"Yes",4
422,"A-C-F-R",-73.9874809999493,40.6932430005457,"Yes",4
423,"A-C-F-R",-73.9871619999767,40.692397001055,"Yes",4
424,"A-C-F-R",-73.9871669997547,40.6923290011767,"Yes",4
425,"C",-73.9646299997024,40.6828680009648,"No",1
426,"C",-73.9646889997519,40.6831720011212,"No",1
427,"A-C-FS",-73.955589999837,40.6812560011755,"Yes",3
428,"A-C",-73.949413999804,40.6802280008812,"Yes",2
429,"A-C",-73.9496349997697,40.6802620012979,"Yes",2
430,"A-C",-73.9411189996013,40.6798040010733,"Yes",2
431,"A-C",-73.9413619995885,40.6797280010691,"Yes",2
432,"A-C",-73.9320210000462,40.6795300010166,"Yes",2
433,"A-C",-73.9319869996726,40.6793460012734,"Yes",2
434,"A-C",-73.9107729997847,40.6785130009721,"Yes",2
435,"A-C",-73.9109710004318,40.6784600005512,"Yes",2
436,"A",-73.8602910001671,40.6792150009273,"Yes",1
437,"A",-73.8602840005439,40.6793610011213,"Yes",1
438,"A",-73.8425369998795,40.6806110005427,"Yes",1
439,"A",-73.8425580002428,40.6807740010124,"Yes",1
440,"A",-73.8328159994322,40.6839720010424,"Yes",1
441,"A",-73.8328890001359,40.6841110007967,"Yes",1
442,"A",-73.8270920004829,40.6857200005841,"Yes",1
443,"A",-73.8271070000334,40.6858680012239,"Yes",1
444,"A",-73.8347210005395,40.6693390009802,"Yes",1
445,"A",-73.8303719997007,40.6601600012903,"Yes",1
446,"D",-73.8775010005596,40.8740210011797,"No",1
447,"D",-73.8775330000104,40.8742620005153,"No",1
448,"B-D",-73.8871119997501,40.874084001221,"No",2
449,"B-D",-73.886465999825,40.8740250005154,"No",2
450,"B-D",-73.894306000105,40.8661810006683,"No",2
451,"B-D",-73.8945209996858,40.8663690008452,"No",2
452,"B-D",-73.8939819996125,40.8661270009239,"No",2
453,"B-D",-73.8968850002215,40.8622960006081,"No",2
454,"B-D",-73.8966619997232,40.8626080010976,"No",2
455,"B-D",-73.9050929995347,40.8510520005391,"No",2
456,"B-D",-73.9042629998111,40.8511760013481,"No",2
457,"B-D",-73.9097960001342,40.8464610007852,"No",2
458,"B-D",-73.9090469994715,40.8463540005238,"No",2
459,"B-D",-73.9141909998062,40.8386180012128,"No",2
460,"B-D",-73.914037000385,40.8389910007618,"No",2
461,"B-D",-73.9136260003142,40.8384210007689,"No",2
462,"B-D",-73.9193989996025,40.8331110008936,"No",2
463,"B-D-4",-73.9242169998403,40.8273720004705,"No",3
464,"B-D-4",-73.924028000045,40.8275720013272,"No",3
465,"B-D-4",-73.9241560001781,40.8275390004779,"No",3
466,"B-D-F-M",-73.9815659996737,40.7586230005282,"No",4
467,"B-D-F-M",-73.9813519998533,40.7589770004641,"No",4
468,"B-D-F-M",-73.9812520000608,40.7591050008973,"No",4
469,"B-D-F-M",-73.9817880004534,40.7578010009203,"No",4
470,"B-D-F-M",-73.9820790002876,40.7580240007787,"No",4
471,"B-D-F-M",-73.9815399995713,40.7579810012037,"No",4
472,"B-D-F-M",-73.9817349994851,40.75786200084,"No",4
473,"B-D-F-M",-73.9811579999019,40.7584860010459,"No",4
474,"B-D-F-M",-73.9810949999635,40.7586150006546,"No",4
475,"B-D-F-M-7",-73.9850839998943,40.7537090009436,"No",5
476,"B-D-F-M-7",-73.9839339997933,40.7553330005233,"No",5
477,"B-D-F-M-7",-73.9842490003385,40.7550080012307,"No",5
478,"B-D-F-M-7",-73.983656999854,40.7548320005406,"No",5
479,"B-D-F-M-7",-73.9852590003307,40.753473000976,"No",5
480,"B-D-F-M-7",-73.9848920003921,40.7534080008625,"No",5
481,"B-D-F-M-7",-73.9847789994744,40.7535460010658,"No",5
482,"B-D-F-M-N-Q-R",-73.988031000211,40.7506740013107,"No",7
483,"B-D-F-M-N-Q-R",-73.9870659995343,40.7502710007423,"No",7
484,"B-D-F-M-N-Q-R",-73.9880959998344,40.7508800005665,"No",7
485,"B-D-F-M-N-Q-R",-73.9873459996581,40.7506470011679,"No",7
486,"B-D-F-M-N-Q-R",-73.9869890005071,40.7504040012993,"No",7
487,"F-M",-73.9930989999472,40.7431210005311,"No",2
488,"F-M",-73.9929709994699,40.7430660006377,"No",2
489,"F-M",-73.9931880004354,40.7429770012748,"No",2
490,"F-M",-73.9930660005673,40.74292200094,"No",2
491,"F-L-M-1-2-3",-73.9956320005309,40.7386780006461,"No",6
492,"F-L-M-1-2-3",-73.9956850005241,40.7385290010838,"No",6
493,"F-L-M-1-2-3",-73.9960230000249,40.7388380007586,"No",6
494,"F-L-M-1-2-3",-73.9961210001359,40.7387180006839,"No",6
495,"F-L-M-1-2-3",-73.996437000409,40.7372860004564,"No",6
496,"F-L-M-1-2-3",-73.9965079996073,40.7373160012404,"No",6
497,"B-D-F-M-6",-73.9956120005331,40.7253440004819,"No",5
498,"F",-73.9912980000494,40.723950001214,"No",1
499,"F",-73.9916510001717,40.7236650008619,"No",1
500,"F-J-M-Z",-73.9884450003188,40.7183720010631,"No",4
501,"F-J-M-Z",-73.9882730001973,40.7182070012466,"No",4
502,"F",-73.9900139999898,40.7139060009142,"No",1
503,"F",-73.9903520004954,40.7141940012696,"No",1
504,"F",-73.9899180001991,40.7144040009289,"No",1
505,"F-G",-73.9906289999523,40.6867080007296,"No",2
506,"F-G",-73.9905259999113,40.6868680009541,"No",2
507,"F-G",-73.9914649997589,40.685579000839,"No",2
508,"F-G",-73.9911310002861,40.6854450007498,"No",2
509,"F-G",-73.994349999949,40.6808060006484,"No",2
510,"F-G",-73.9942469997408,40.6809440011541,"No",2
511,"F-G",-73.9944339997724,40.6811150008943,"No",2
512,"F",-73.9795220005011,40.6607050005289,"No",1
513,"F",-73.9789920004945,40.6607630008722,"No",1
514,"F",-73.9793950002067,40.6612870005154,"No",1
515,"F",-73.9797619996327,40.6614000012286,"No",1
516,"F",-73.9758150004659,40.6498540009124,"No",1
517,"F",-73.9795730002076,40.6450420006191,"No",1
518,"F",-73.9800189998431,40.6449080008414,"No",1
519,"F",-73.9784630003812,40.6370930010247,"No",1
520,"F",-73.9782570004619,40.6371070013455,"No",1
521,"F",-73.9768919997246,40.6286740008884,"No",1
522,"F",-73.9766459999132,40.6287080007317,"No",1
523,"F",-73.9745070005763,40.6161210007544,"No",1
524,"F",-73.9742700002186,40.6161600008379,"No",1
525,"F",-73.9726399999597,40.6021970008699,"No",1
526,"F",-73.9723790003696,40.6021780004589,"No",1
527,"F",-73.7844110005385,40.7126400007214,"No",1
528,"F",-73.7842799996805,40.7122950009815,"No",1
529,"F",-73.7846690002937,40.712575000973,"No",1
530,"F",-73.7844559998285,40.7122400013101,"No",1
531,"F",-73.7850640002483,40.7124830006815,"No",1
532,"F",-73.784968000576,40.7122420007194,"No",1
533,"F",-73.7947120001943,40.709812000679,"No",1
534,"F",-73.7949220004428,40.7101540009523,"No",1
535,"F",-73.7945639999726,40.7098520013051,"No",1
536,"F",-73.7947299995853,40.7101840006384,"No",1
537,"F",-73.8043320003633,40.7070620010458,"No",1
538,"F",-73.8044980004798,40.7073580009237,"No",1
539,"F",-73.8046199999623,40.707063000831,"No",1
540,"F",-73.8118599994407,40.7053410007967,"No",1
541,"F",-73.8119560005206,40.7049060006981,"No",1
542,"E-F",-73.8308860001186,40.7141450004608,"No",2
543,"E-F",-73.8316200005557,40.7150190012173,"No",2
544,"E-F",-73.8321510000478,40.7146730011734,"No",2
545,"E-F",-73.8315010001881,40.7149290010341,"No",2
546,"e-F-M-R",-73.8451530003985,40.7222690013306,"No",4
547,"E-F-M-R",-73.8446320005828,40.7214090013249,"No",4
548,"E-F-M-R",-73.8443519997078,40.7219160007185,"No",4
549,"M-R",-73.8521860005233,40.7260300007078,"No",2
550,"M-R",-73.8515919999467,40.7263670009165,"No",2
551,"M-R",-73.8686050001064,40.7331880013212,"No",2
552,"E-F-M-R-7",-73.892145999495,40.7472380006769,"No",5
553,"E-F-M-R-7",-73.8925549997447,40.7470340011645,"No",5
554,"M-R",-73.9068469995312,40.7534280009403,"No",2
555,"M-R",-73.9121799999631,40.7560290013211,"No",2
556,"R-2-3-4-5",-73.9903040002986,40.6935940011491,"No",5
557,"R-2-3-4-5",-73.9901190001623,40.6938380009728,"No",5
558,"R-2-3-4-5",-73.9905989999393,40.6935690012738,"No",5
559,"R-2-3-4-5",-73.9906299997297,40.6937280010467,"No",5
560,"2-3",-73.9852990002249,40.6903880009171,"No",2
561,"2-3-4-5",-73.9806390004819,40.6882350006757,"No",4
562,"2-3-4-5",-73.9805059995908,40.6880530006614,"No",4
563,"B-D-N-Q-R-2-3-4-5",-73.9778799995805,40.6849760011233,"No",9
564,"2-3",-73.97474799971,40.6806950005639,"No",2
565,"2-3",-73.974959999691,40.6809110010272,"No",2
566,"2-3",-73.9709899994368,40.6749500008922,"No",2
567,"2-3",-73.9708220005885,40.6751100006257,"No",2
568,"2-3",-73.971215999976,40.6751420006115,"No",2
569,"2-3",-73.9708249999951,40.6752860007232,"No",2
570,"2-3",-73.9641540005379,40.6721220010575,"No",2
571,"2-3",-73.9643009995606,40.671789001089,"No",2
572,"FS-2-3-4-5",-73.9578060004689,40.6704850010932,"No",5
573,"FS-2-3-4-5",-73.9576959999787,40.6707320009065,"No",5
574,"FS-2-3-4-5",-73.95797300014,40.6703370012649,"No",5
575,"FS-2-3-4-5",-73.9577639995014,40.6709220013304,"No",5
576,"3",-73.9502470005518,40.6697110013406,"No",1
577,"3",-73.9507979995209,40.6697410012512,"No",1
578,"3",-73.9419480001095,40.6692610010958,"No",1
579,"3",-73.9424629999373,40.6692890011027,"No",1
580,"3-4",-73.9318309994154,40.6689350007837,"No",2
581,"3-4",-73.9317019994826,40.6687000013049,"No",2
582,"3-4",-73.9316750002557,40.6689600011137,"No",2
583,"3-4",-73.9318830000833,40.6687080007389,"No",2
584,"3-4",-73.9318739995409,40.6689690009161,"No",2
585,"3",-73.9226749995092,40.6648910005289,"No",1
586,"3",-73.9231089997351,40.6648870004761,"No",1
587,"3",-73.9229700004414,40.665160000761,"No",1
588,"3",-73.9152250004871,40.6615580006238,"No",1
589,"3",-73.9152400000503,40.6616890008422,"No",1
590,"3",-73.9155429997613,40.6614010007162,"No",1
591,"3",-73.9088089996486,40.6624010009123,"No",1
592,"3",-73.9090330004189,40.6627030008521,"No",1
593,"3",-73.902636000436,40.6634260013356,"No",1
594,"3",-73.9030629998572,40.6633610006518,"No",1
595,"3",-73.8937789996235,40.6648690007203,"No",1
596,"3",-73.8941170000663,40.6645750009697,"No",1
597,"3",-73.888386000512,40.665431001249,"No",1
598,"3",-73.8886129998865,40.6657400012172,"No",1
599,"3",-73.8832759995631,40.6662850011005,"No",1
600,"3",-73.8833070003413,40.6664130004652,"No",1
601,"2-5",-73.9508620003867,40.6681660005617,"No",2
602,"2-5",-73.9504579994993,40.6681450010627,"No",2
603,"2-5",-73.9510440000822,40.6632900009053,"No",2
604,"2-5",-73.9506699994792,40.6632260008287,"No",2
605,"2-5",-73.949976000245,40.6571840009919,"No",2
606,"2-5",-73.9493840001686,40.650748000865,"No",2
607,"2-5",-73.9494290004441,40.650640000873,"No",2
608,"2-5",-73.949416000434,40.6509100009476,"No",2
609,"2-5",-73.9486840000062,40.6450460013251,"No",2
610,"2-5",-73.9481609995672,40.6399240006222,"No",2
611,"2-5",-73.947517999941,40.6324630012868,"No",2
612,"2-5",-73.9473889994809,40.6323590007779,"No",2
613,"2-5",-73.947481999812,40.6323240004808,"No",2
614,"2-5",-73.9473749998438,40.6327500008032,"No",2
615,"2-5",-73.9475470004333,40.6328680006103,"No",2
616,"6",-73.8259860000345,40.8523770007577,"No",1
617,"6",-73.8271950005506,40.8528030007175,"No",1
618,"6",-73.8269910003513,40.8530410005242,"No",1
619,"6",-73.8271720005749,40.8530120012994,"No",1
620,"6",-73.8270349997613,40.8528240008683,"No",1
621,"6",-73.8326389997653,40.84689100083,"No",1
622,"6",-73.8324049995448,40.846795000735,"No",1
623,"6",-73.8322640004184,40.8471850004685,"No",1
624,"6",-73.8363859995053,40.8439350010482,"No",1
625,"6",-73.8364780003096,40.8436090013186,"No",1
626,"6",-73.8428750005253,40.8401280013494,"No",1
627,"6",-73.8466529996251,40.8369540007165,"No",1
628,"6",-73.8467259998855,40.8366130010131,"No",1
629,"6",-73.8518569998498,40.8340930006841,"No",1
630,"6",-73.8514400002004,40.8343210010257,"No",1
631,"6",-73.8608880003458,40.8332250010502,"No",1
632,"6",-73.8670780001778,40.8317650008217,"No",1
633,"6",-73.8674099995524,40.8314660006439,"No",1
634,"6",-73.8748600000341,40.8295170007548,"No",1
635,"6",-73.8747309997518,40.8293710011,"No",1
636,"6",-73.8744469995861,40.8296410012718,"No",1
637,"6",-73.8790180001724,40.828688001001,"No",1
638,"6",-73.8793620005504,40.8284600010338,"No",1
639,"6",-73.8862559999282,40.8272980011037,"No",1
640,"6",-73.8860820001014,40.8272950008923,"No",1
641,"6",-73.890836000403,40.8205910011683,"No",1
642,"6",-73.8904419995505,40.8208190006932,"No",1
643,"6",-73.8965060001861,40.816263000624,"No",1
644,"6",-73.8962239994944,40.8165200012565,"No",1
645,"6",-73.9041020000862,40.8123310008799,"No",1
646,"6",-73.9037969994595,40.8123670008314,"No",1
647,"6",-73.9080649995903,40.8081790008995,"No",1
648,"6",-73.9080020001509,40.8083220011294,"No",1
649,"6",-73.913391000306,40.8052340010547,"No",1
650,"6",-73.9132080001048,40.8051550013357,"No",1
651,"6",-73.9193469996151,40.8077470011303,"No",1
652,"6",-73.918957000384,40.8075800012423,"No",1
653,"6",-73.9253859997022,40.8102820008238,"No",1
654,"6",-73.9256409998016,40.8101020011347,"No",1
655,"6",-73.9252670005584,40.8102410006156,"No",1
656,"6",-73.9254380000873,40.8100190007934,"No",1
657,"4",-73.8783760000822,40.8868190007532,"No",1
658,"4",-73.8781199995225,40.8867370007525,"No",1
659,"4",-73.8844699996361,40.8800770012168,"No",1
660,"4",-73.884243999449,40.8798990004938,"No",1
661,"4",-73.8897540004545,40.8735280012713,"No",1
662,"4",-73.8974179996494,40.8676060011296,"No",1
663,"4",-73.8971519999711,40.8676200010883,"No",1
664,"4",-73.897038999503,40.8677660011323,"No",1
665,"4",-73.9013669999731,40.8625620004731,"No",1
666,"4",-73.9009699999382,40.8625920006359,"No",1
667,"4",-73.9012620001123,40.8628900006821,"No",1
668,"4",-73.9008150000541,40.8628140013319,"No",1
669,"4",-73.9040989995139,40.8582670004635,"No",1
670,"4",-73.9036899994234,40.8584530010541,"No",1
671,"4",-73.9040879998356,40.8584770011054,"No",1
672,"4",-73.9079769997416,40.8533130011792,"No",1
673,"4",-73.9077819999689,40.8531810008827,"No",1
674,"4",-73.9076539994561,40.8536700005278,"No",1
675,"4",-73.9073929999315,40.8535960005273,"No",1
676,"4",-73.9120030004562,40.8483850013258,"No",1
677,"4",-73.9116330001387,40.8485010008686,"No",1
678,"4",-73.9146500001435,40.8447020004596,"No",1
679,"4",-73.9145780000388,40.8443890006467,"No",1
680,"4",-73.9180179996211,40.8399600009731,"No",1
681,"4",-73.9177910002493,40.8398770011936,"No",1
682,"4",-73.9176479997595,40.8400760010257,"No",1
683,"4",-73.9211310002683,40.8356000006833,"No",1
684,"4",-73.9215619998461,40.8357460008823,"No",1
685,"4",-73.921059000472,40.8357260008108,"No",1
686,"4",-73.9214899995285,40.8358730008235,"No",1
687,"2-4-5",-73.9272509999565,40.8182810009753,"No",3
688,"2-4-5",-73.9271010005338,40.818405001002,"No",3
689,"4-5",-73.9300039998537,40.8133280013042,"No",2
690,"4-5",-73.9296889998677,40.8130910012951,"No",2
691,"4-5",-73.9298470003221,40.8133630009725,"No",2
692,"4-5-6",-73.9372340004733,40.8044070011469,"No",3
693,"4-5-6",-73.9376579998034,40.8042510009877,"No",3
694,"4-5-6",-73.9374439998101,40.8041640013344,"No",3
695,"A",-73.9366360001195,40.8527590011979,"Yes",1
696,"A",-73.9381300003328,40.8507520012334,"Yes",1
697,"A",-73.9393750002147,40.8479460006752,"Yes",1
698,"A",-73.9398069996071,40.8478090008928,"Yes",1
699,"A",-73.9396790002693,40.8479440006608,"Yes",1
700,"A",-73.9393030001602,40.8478590004784,"Yes",1
701,"A",-73.9395640004899,40.8479920006385,"Yes",1
702,"A-C",-73.9392520001387,40.8407410005224,"Yes",2
703,"C",-73.9401459994557,40.8351920004584,"No",1
704,"C",-73.9396249996988,40.8352780007455,"No",1
705,"C",-73.9401369998478,40.835936001139,"No",1
706,"C",-73.9415969999498,40.8307440007289,"No",1
707,"C",-73.9416380002793,40.83085400072,"No",1
708,"C",-73.941550000036,40.8311060010474,"No",1
709,"C",-73.9414470001776,40.8311390005594,"No",1
710,"C",-73.9411490000465,40.831031001116,"No",1
711,"C",-73.9411000003576,40.8309210004708,"No",1
712,"A-B-C-D",-73.9447260001357,40.823791001102,"Yes",4
713,"A-B-C-D",-73.9450269998399,40.8239150009903,"Yes",4
714,"A-B-C-D",-73.9449310001298,40.8242440008609,"Yes",4
715,"A-B-C-D",-73.9444090003185,40.8240280006025,"Yes",4
716,"B-C",-73.948225000538,40.8171250009146,"No",2
717,"A-B-C-D",-73.9523180000557,40.8108790008598,"Yes",4
718,"A-B-C-D",-73.95258300006,40.810526000672,"Yes",4
719,"A-B-C-D",-73.9526150000366,40.8110070011902,"Yes",4
720,"A-B-C-D",-73.9528860004522,40.810636000929,"Yes",4
721,"B-C",-73.9556430000903,40.804312000642,"No",2
722,"B-C",-73.9555589996027,40.8046390005794,"No",2
723,"B-C",-73.9588819994903,40.800002000554,"No",2
724,"B-C",-73.958448000016,40.8000020007138,"No",2
725,"B-C",-73.9616099996998,40.7962630011758,"No",2
726,"B-C",-73.9650089994215,40.791642000735,"No",2
727,"B-C",-73.9695959998886,40.7851950009076,"No",2
728,"B-C",-73.9696619995139,40.785282001323,"No",2
729,"B-C",-73.9694579996562,40.7854800009903,"No",2
730,"B-C",-73.9720269994913,40.781976001299,"No",2
731,"B-C",-73.9717409996358,40.7822540010509,"No",2
732,"B-C",-73.9762469999988,40.7762170009024,"No",2
733,"B-C",-73.9759770005048,40.7764310006788,"No",2
734,"A-B-C-D-1",-73.9829409998018,40.7669440009398,"Yes",5
735,"A-B-C-D-1",-73.9827079998275,40.7664880006154,"Yes",5
736,"A-B-C-D-1",-73.9824080001702,40.7676670009535,"Yes",5
737,"A-B-C-D-1",-73.982526000027,40.7676770009933,"Yes",5
738,"A-B-C-D-1",-73.9825420003265,40.7676590005496,"Yes",5
739,"A-B-C-D-1",-73.9825629994369,40.7667250012677,"Yes",5
740,"A-B-C-D-1",-73.9825629995242,40.7676430008791,"Yes",5
741,"A-B-C-D-1",-73.9834080003146,40.7667450010745,"Yes",5
742,"A-B-C-D-1",-73.9833009997828,40.766416000959,"Yes",5
743,"A-B-C-D-1",-73.9821370002896,40.7673670005798,"Yes",5
744,"C-E",-73.986662000455,40.7619680009737,"No",2
745,"C-E",-73.9863779994194,40.7623120009427,"No",2
746,"C-E",-73.986298999912,40.7624520010917,"No",2
747,"C-E",-73.986662000455,40.7619680009737,"No",2
748,"C-E",-73.9863779994194,40.7623120009427,"No",2
749,"C-E",-73.9869239995026,40.761741001236,"No",2
750,"C-E",-73.9868050001021,40.7616910006661,"No",2
751,"A-C-E-N-Q-R-S-1-2-3-7",-73.9895819999805,40.7572860007872,"Yes",11
752,"A-C-E-N-Q-R-S-1-2-3-7",-73.9910490001496,40.7559890005379,"Yes",11
753,"A-C-E-N-Q-R-S-1-2-3-7",-73.9905759994507,40.755801001262,"Yes",11
754,"A-C-E-N-Q-R-S-1-2-3-7",-73.9908870001112,40.7561010007757,"Yes",11
755,"A-C-E",-73.9933269997394,40.7519960004726,"Yes",3
756,"A-C-E",-73.9933520004677,40.7520200012958,"Yes",3
757,"A-C-E",-73.9931090001949,40.7521610008044,"Yes",3
758,"C-E",-73.998365000503,40.7451020006933,"No",2
759,"C-E",-73.9981449997723,40.7452990011856,"No",2
760,"A-C-E-L",-74.001919000108,40.7409380012501,"Yes",4
761,"A-C-E-L",-74.0017150000266,40.741235000718,"Yes",4
762,"A-C-E-L",-74.0014020003857,40.7409440006786,"Yes",4
763,"A-C-E-L",-74.0012839998449,40.7410460006951,"Yes",4
764,"A-C-E-L",-74.0026549996231,40.7399490010113,"Yes",4
765,"A-B-C-D-E-F-M",-74.0012089996605,40.7310860004838,"Yes",7
766,"A-B-C-D-E-F-M",-74.0015339997233,40.7311330013483,"Yes",7
767,"A-B-C-D-E-F-M",-74.0011270000823,40.7310910009379,"Yes",7
768,"C-E",-74.0037469994317,40.7255830011198,"No",2
769,"A-C-E",-74.0049989999965,40.7207040011701,"Yes",3
770,"A-C-E",-74.0053990002592,40.7207580010785,"Yes",3
771,"A-C-E",-74.0056339996831,40.7216510008518,"Yes",3
772,"A-C-E",-74.0051329997205,40.721967000455,"Yes",3
773,"A-C-E-2-3",-74.0090460003009,40.7137530008408,"Yes",5
774,"A-C-E-2-3",-74.0090329998698,40.7133330010625,"Yes",5
775,"A-C-E-2-3",-74.0098910003881,40.7126810005146,"Yes",5
776,"A-C-E-2-3",-74.0095109994939,40.7132860009395,"Yes",5
777,"A-C-E-2-3",-74.0092450004037,40.7130360012583,"Yes",5
778,"A-C-E-2-3",-74.0092919998666,40.7134350010864,"Yes",5
779,"A-C-E-2-3",-74.0101649998177,40.7117930010974,"Yes",5
780,"A-C-E-2-3",-74.010203999938,40.7117100011765,"Yes",5
781,"A-C-E-2-3",-74.0103060000162,40.7122580005706,"Yes",5
782,"A-C-J-Z-2-3-4-5",-74.0084280004929,40.7106920012996,"Yes",8
783,"A-C-J-Z-2-3-4-5",-74.0086319996818,40.7105550004734,"Yes",8
784,"A-C-J-Z-2-3-4-5",-73.9914130002592,40.6994050008978,"Yes",8
785,"A-C-F-R",-73.98744599981,40.6923350005498,"Yes",4
786,"A-C-F-R",-73.9874430004248,40.6923930004619,"Yes",4
787,"A-C-F-R",-73.9874939995761,40.6923360008427,"Yes",4
788,"A-C-F-R",-73.9874910002326,40.692394000756,"Yes",4
